new_cases_smoothed_per_million,new_tests_smoothed_per_thousand,people_fully_vaccinated_per_hundred,stringency_index,gdp_per_capita,human_development_index,diabetes_prevalence,life_expectancy,hospital_beds_per_thousand,temparature,rainfall,retail,grocery,transit,work,park,resident,median_age,Population_14,Population_65,Population_density,Mortality_rate_infant,Current health expenditure,Surface area,Unemployment,PM2.5,International migrant stock,houseshold_size,democracy,Asia,date2,location
32.215,4.032,36.79,41.67,25063.846,0.866,4.91,75.29,5.57,16.7125,4.545833333,1,37.4,-4.6,-26.97435897,57.5,5.166666667,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,63,Latvia
35.582,4.074,36.98,41.67,25063.846,0.866,4.91,75.29,5.57,16.1625,1.483333333,3.375,39.8,4.8,-25.6,103.5,3.428571429,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,64,Latvia
37.036,4.089,37.16,41.67,25063.846,0.866,4.91,75.29,5.57,16.00833333,0.133333333,4.875,42.2,5.4,-24.89473684,123.5,2.428571429,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,65,Latvia
37.265,4.053,37.3,41.67,25063.846,0.866,4.91,75.29,5.57,16.90833333,0.033333333,2.555555556,41,1,-25.82051282,105,2.571428571,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,66,Latvia
37.112,4.059,37.48,41.67,25063.846,0.866,4.91,75.29,5.57,15.95,6.316666667,10,22,1.571428571,-25.13157895,70,2.666666667,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,67,Latvia
37.036,3.978,37.62,41.67,25063.846,0.866,4.91,75.29,5.57,17.59583333,5.529166667,7.166666667,24.66666667,3,-2.428571429,55,-5.5,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,68,Latvia
39.943,3.991,37.65,41.67,25063.846,0.866,4.91,75.29,5.57,17.84166667,8.958333333,4.571428571,11,12.6,2.8,113,-8,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,69,Latvia
41.091,3.976,37.78,41.67,25063.846,0.866,4.91,75.29,5.57,17.3125,5.758333333,4.666666667,39.8,-0.8,-25.58974359,83.5,4,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,70,Latvia
42.086,3.992,37.95,41.67,25063.846,0.866,4.91,75.29,5.57,16.9125,2.720833333,7.75,40.75,8.4,-23.66666667,120,2.714285714,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,71,Latvia
43.846,4.03,38.13,41.67,25063.846,0.866,4.91,75.29,5.57,16.5,4.4625,7.75,43.8,0.4,-24.15789474,83,3.142857143,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,72,Latvia
46.677,4.126,38.27,41.67,25063.846,0.866,4.91,75.29,5.57,16.675,4.8625,5.9,43.8,-2.5,-25.23684211,87.5,3.142857143,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,73,Latvia
50.273,4.183,38.43,41.67,25063.846,0.866,4.91,75.29,5.57,18.30416667,0.170833333,7.6,23.42857143,6.166666667,-22.34210526,107,0.166666667,43.9,16.4321031,20.68738277,30.62567241,3.1,6.18923044,64570,8.19,13.42645752,13.35324026,2.48,0.736,0,74,Latvia
18.801,3.217,36.47,44.44,29524.265,0.882,3.67,75.93,6.56,21.205,4.285,-2.5,59.44,2.04,-34.31884058,137.2857143,-1.130434783,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,25,Lithuania
17.367,3.153,36.74,44.44,29524.265,0.882,3.67,75.93,6.56,20.08,1.15,-5.388888889,42.66666667,-3.625,1.79245283,139.3529412,-9.545454545,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,26,Lithuania
15.667,3.164,36.95,44.44,29524.265,0.882,3.67,75.93,6.56,19.11,2.265,-4.379310345,53.73684211,16.63157895,7.139534884,143.5384615,-12.05555556,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,27,Lithuania
14.977,3.181,37.59,44.44,29524.265,0.882,3.67,75.93,6.56,19.35,3.225,0.222222222,63.7826087,10.45454545,-17.57971014,123.25,-3.74,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,28,Lithuania
13.808,3.179,38.41,44.44,29524.265,0.882,3.67,75.93,6.56,20.49,0.005,1.351351351,63.43478261,12.65217391,-17.56521739,148.4444444,-5.352941176,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,29,Lithuania
12.906,3.095,39.14,44.44,29524.265,0.882,3.67,75.93,6.56,22.085,3.255,1.416666667,65.65217391,15.76190476,-16.86956522,181.5454545,-6.294117647,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,30,Lithuania
11.631,3.315,39.63,29.63,29524.265,0.882,3.67,75.93,6.56,22.28,1.705,3.657894737,71.16666667,13.09090909,-17.52173913,116.1333333,-3.42,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,31,Lithuania
11.578,3.301,40.23,29.63,29524.265,0.882,3.67,75.93,6.56,22.13,3.19,-2.725,71.04,8.56,-16.5,124.3571429,-4.591836735,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,32,Lithuania
11.047,3.286,40.39,29.63,29524.265,0.882,3.67,75.93,6.56,21.09,0.515,1.527777778,54.33333333,3.565217391,8.392156863,156.0666667,-11.86363636,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,33,Lithuania
11.365,3.259,40.4,29.63,29524.265,0.882,3.67,75.93,6.56,21.145,2.965,3.310344828,52.33333333,19,6.23255814,178.0833333,-12.05555556,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,34,Lithuania
11.525,3.224,40.78,29.63,29524.265,0.882,3.67,75.93,6.56,21.445,2.905,15.37142857,81.41666667,15.09090909,-29.26086957,168,-3.36,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,35,Lithuania
11.897,2.965,40.91,29.63,29524.265,0.882,3.67,75.93,6.56,22,10.175,-13.11111111,48.04347826,0.739130435,-67.4057971,173.1428571,4.9375,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,36,Lithuania
11.419,2.982,41.38,29.63,29524.265,0.882,3.67,75.93,6.56,24.03157895,0,7,72.65217391,19.57142857,-18.89855072,155.8,-4.803921569,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,37,Lithuania
11.419,2.983,41.88,29.63,29524.265,0.882,3.67,75.93,6.56,24.21578947,7.62,6.459459459,68.45833333,14.19047619,-19.79710145,143.3846154,-3.56,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,38,Lithuania
14.233,2.92,42.28,29.63,29524.265,0.882,3.67,75.93,6.56,25.22105263,3.542105263,3.179487179,68.83333333,10.08333333,-18.38235294,144.4285714,-5.387755102,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,39,Lithuania
16.145,2.9,42.41,29.63,29524.265,0.882,3.67,75.93,6.56,24.32105263,1.952631579,4.472222222,58.33333333,2.625,8.019607843,155.3125,-11.86363636,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,40,Lithuania
16.145,2.905,42.42,29.63,29524.265,0.882,3.67,75.93,6.56,22.21052632,0.105,5.24137931,59.94117647,22.94736842,9.441860465,185.25,-14,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,41,Lithuania
16.517,2.866,42.76,29.63,29524.265,0.882,3.67,75.93,6.56,25.135,0,11,79.20833333,18.80952381,-21.5942029,154.2222222,-4.64,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,42,Lithuania
18.695,3.086,43.03,29.63,29524.265,0.882,3.67,75.93,6.56,25.44,2.93,9.472222222,77.13043478,19.39130435,-21.36231884,142.5,-4,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,43,Lithuania
21.084,3.051,43.24,29.63,29524.265,0.882,3.67,75.93,6.56,24.25,2.24,11.5,78.08695652,20.9047619,-20.05797101,147.5,-4.54,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,44,Lithuania
24.643,3.028,43.5,29.63,29524.265,0.882,3.67,75.93,6.56,25.595,0,13,78.04166667,17.9047619,-20.2173913,166.8333333,-4.9,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,45,Lithuania
25.386,3.037,43.81,29.63,29524.265,0.882,3.67,75.93,6.56,26.705,0.04,4.692307692,73.33333333,14.75,-19.89855072,157.3571429,-5.591836735,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,46,Lithuania
26.289,3.077,43.88,29.63,29524.265,0.882,3.67,75.93,6.56,23.68,13.365,0.885714286,55.66666667,7.681818182,6.192307692,145.4117647,-10.63636364,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,47,Lithuania
29.37,3.081,43.91,29.63,29524.265,0.882,3.67,75.93,6.56,22.4,0.445,8.965517241,62.72222222,28.11111111,11.8,180.25,-13.63157895,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,48,Lithuania
31.653,3.106,44.18,29.63,29524.265,0.882,3.67,75.93,6.56,20.38,0.645,13.57142857,78.95833333,18.22727273,-22.71014493,135.8888889,-3.9,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,49,Lithuania
32.503,3.092,44.41,29.63,29524.265,0.882,3.67,75.93,6.56,19.25,0,14.42857143,79.08695652,24.54545455,-21.85507246,160.75,-4.294117647,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,50,Lithuania
37.814,3.146,44.62,29.63,29524.265,0.882,3.67,75.93,6.56,19.03,0.65,14.37142857,78.2173913,30.14285714,-21.08695652,148.5,-4.196078431,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,51,Lithuania
42.912,3.236,44.87,29.63,29524.265,0.882,3.67,75.93,6.56,18.23,0,14.72222222,75.79166667,24.47619048,-21.36231884,170.0833333,-4.5,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,52,Lithuania
51.463,3.364,45.09,29.63,29524.265,0.882,3.67,75.93,6.56,19.71,0.675,5.184210526,66.91666667,34.04,-21.35294118,118.4166667,-5.102040816,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,53,Lithuania
59.058,3.408,45.14,29.63,29524.265,0.882,3.67,75.93,6.56,18.91,0,5.722222222,55.85714286,35,8.961538462,199.4666667,-12.31818182,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,54,Lithuania
64.847,3.483,45.17,29.63,29524.265,0.882,3.67,75.93,6.56,21.2,0,8.482758621,58.375,40.33333333,15.1,141.2,-14.31578947,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,55,Lithuania
66.387,3.659,45.44,29.63,29524.265,0.882,3.67,75.93,6.56,23.675,0.16,10.54285714,75.91666667,21.52380952,-22.33333333,162.7777778,-4.16,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,56,Lithuania
72.76,3.905,45.64,29.63,29524.265,0.882,3.67,75.93,6.56,22.15,4.26,8.971428571,74.29166667,20.60869565,-21.27536232,144.7777778,-2.098039216,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,57,Lithuania
81.576,4.174,45.84,29.63,29524.265,0.882,3.67,75.93,6.56,22.965,3.01,12.27777778,74.52173913,22.9047619,-20.36231884,164.7,-3.705882353,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,58,Lithuania
92.57,4.339,46.06,29.63,29524.265,0.882,3.67,75.93,6.56,21.31,5.145,12.48648649,73.24,21.5,-20.66666667,146.9166667,-2.92,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,59,Lithuania
99.58,4.502,46.31,29.63,29524.265,0.882,3.67,75.93,6.56,19.73,0.555,5.394736842,68.92,12.66666667,-19.86764706,128.6428571,-3.673469388,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,60,Lithuania
108.556,4.578,46.45,29.63,29524.265,0.882,3.67,75.93,6.56,20.43,2.82,2.371428571,54.04761905,5.916666667,10.15686275,160.5,-10.22727273,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,61,Lithuania
108.874,4.659,46.54,29.63,29524.265,0.882,3.67,75.93,6.56,19.605,1.515,6.655172414,60.83333333,25.83333333,15.375,171,-11.44444444,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,62,Lithuania
115.938,4.823,46.9,29.63,29524.265,0.882,3.67,75.93,6.56,16.735,13.255,6.638888889,69.83333333,7.636363636,-21.1884058,89.30769231,-0.08,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,63,Lithuania
125.976,4.956,47.08,29.63,29524.265,0.882,3.67,75.93,6.56,16.59,1.065,10.80555556,72,21.08695652,-19.11594203,133.6666667,-1.84,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,64,Lithuania
136.066,5.017,47.35,29.63,29524.265,0.882,3.67,75.93,6.56,16.105,3.17,9.194444444,69.60869565,22.90909091,-17.97101449,109.8888889,-2.333333333,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,65,Lithuania
127.091,5.138,47.9,29.63,29524.265,0.882,3.67,75.93,6.56,17.01,0.625,13.43243243,70.52,22.54545455,-18.49275362,159.9166667,-3.48,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,66,Lithuania
148.335,5.232,48.39,29.63,29524.265,0.882,3.67,75.93,6.56,14.54,11.585,-3.282051282,65.37037037,2.5,-20.07352941,71.3125,-0.083333333,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,67,Lithuania
154.442,5.262,48.57,29.63,29524.265,0.882,3.67,75.93,6.56,16.71,4.795,1.055555556,52.0952381,1.24,7.38,102.05,-5.727272727,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,68,Lithuania
163.949,5.275,48.6,29.63,29524.265,0.882,3.67,75.93,6.56,17.61,4.58,2.379310345,60.9,13.42105263,13.68421053,118.5833333,-8.388888889,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,69,Lithuania
167.932,5.275,49.01,29.63,29524.265,0.882,3.67,75.93,6.56,17.935,4.19,10.75,73.24,16.45454545,-17.84057971,138.3,-2.18,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,70,Lithuania
174.571,5.275,49.4,29.63,29524.265,0.882,3.67,75.93,6.56,18.1,0.69,13.54285714,78.08333333,28.61904762,-17.56521739,172.875,-3.52,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,71,Lithuania
179.404,5.265,49.82,29.63,29524.265,0.882,3.67,75.93,6.56,16.63684211,4.22,13.25,77.54166667,19.54545455,-17.55072464,130.3636364,-1.87755102,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,72,Lithuania
198.683,5.274,50.36,29.63,29524.265,0.882,3.67,75.93,6.56,17.03684211,1.145,15.92105263,75.8,22.5,-16.98550725,136.1666667,-3.1,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,73,Lithuania
187.901,5.294,50.84,29.63,29524.265,0.882,3.67,75.93,6.56,18.26315789,0.025,7.631578947,70.38461538,19.83333333,-17.45588235,157.2142857,-5.12244898,43.5,15.47793052,20.61797994,44.62238544,3,6.56775236,65290,8.43,11.85328236,4.726089623,2.35,0.76,0,74,Lithuania
163.25,2.359,6.07,78.7,26808.164,0.81,16.74,76.16,1.9,26.45333333,6.253333333,-58.64705882,-15.58823529,-70.88235294,-39.82352941,-50.35294118,31.70588235,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,25,Malaysia
162.779,2.321,6.25,78.7,26808.164,0.81,16.74,76.16,1.9,26.98666667,5.106666667,-60.41176471,-20.52941176,-72.94117647,-31.23529412,-56.29411765,29,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,26,Malaysia
164.056,2.32,6.45,78.7,26808.164,0.81,16.74,76.16,1.9,26.81333333,5.84,-60.94117647,-23.11764706,-74.88235294,-34.17647059,-52.82352941,27.47058824,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,27,Malaysia
166.702,2.323,6.58,78.7,26808.164,0.81,16.74,76.16,1.9,26.73333333,4.52,-53.47058824,-11.76470588,-65.88235294,-43.52941176,-42.35294118,29.17647059,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,28,Malaysia
174.085,2.362,6.84,78.7,26808.164,0.81,16.74,76.16,1.9,25.68,7.04,-51.41176471,-8.352941176,-62.58823529,-43,-42.47058824,27.94117647,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,29,Malaysia
178.583,2.431,7.14,78.7,26808.164,0.81,16.74,76.16,1.9,27.00666667,1.733333333,-50.82352941,-5.764705882,-62.17647059,-43.17647059,-42.70588235,27.23529412,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,30,Malaysia
183.583,2.521,7.4,80.56,26808.164,0.81,16.74,76.16,1.9,27.33333333,2.68,-49,-2.823529412,-60.29411765,-41.17647059,-38.41176471,29,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,31,Malaysia
188.682,2.59,7.61,80.56,26808.164,0.81,16.74,76.16,1.9,27.48,2.48,-50.94117647,0.176470588,-64.35294118,-36.05882353,-42.76470588,28.94117647,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,32,Malaysia
192.409,2.645,7.86,80.56,26808.164,0.81,16.74,76.16,1.9,26.7,12.02666667,-57.23529412,-15.05882353,-69.23529412,-31.70588235,-52.47058824,28.82352941,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,33,Malaysia
194.409,2.667,8.1,80.56,26808.164,0.81,16.74,76.16,1.9,26.84,6.32,-56.94117647,-17.47058824,-71.05882353,-33.35294118,-47.52941176,26.58823529,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,34,Malaysia
199.505,2.722,8.47,80.56,26808.164,0.81,16.74,76.16,1.9,26.34666667,12.05333333,-48.64705882,-4.882352941,-61.47058824,-42.47058824,-35.05882353,28.52941176,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,35,Malaysia
204.809,2.73,8.89,80.56,26808.164,0.81,16.74,76.16,1.9,25.74666667,7.546666667,-48.76470588,-4.588235294,-60.23529412,-42.41176471,-37.58823529,28.82352941,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,36,Malaysia
208.387,2.751,9.43,80.56,26808.164,0.81,16.74,76.16,1.9,26.96,1.693333333,-47.35294118,-1.529411765,-58.64705882,-42.70588235,-35.05882353,28.70588235,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,37,Malaysia
216.581,2.788,9.92,80.56,26808.164,0.81,16.74,76.16,1.9,27.04,3.066666667,-48.47058824,-3.529411765,-60.82352941,-41,-37.70588235,29.35294118,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,38,Malaysia
226.162,2.866,10.31,80.56,26808.164,0.81,16.74,76.16,1.9,26.21333333,14.86666667,-52.76470588,-7.882352941,-66.11764706,-36.88235294,-42.23529412,30.23529412,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,39,Malaysia
237.908,2.94,10.66,80.56,26808.164,0.81,16.74,76.16,1.9,25.70666667,16.53333333,-55.23529412,-14.35294118,-68.76470588,-30.17647059,-49.70588235,27.52941176,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,40,Malaysia
251.245,3.056,10.98,80.56,26808.164,0.81,16.74,76.16,1.9,25.03333333,24.33333333,-56,-18.41176471,-70.88235294,-31.52941176,-47.17647059,25.88235294,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,41,Malaysia
260.777,3.195,11.47,80.56,26808.164,0.81,16.74,76.16,1.9,26.56,2.373333333,-47.58823529,-5.058823529,-60.35294118,-42,-32.88235294,27.70588235,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,42,Malaysia
275.705,3.392,11.99,80.56,26808.164,0.81,16.74,76.16,1.9,25.58,5.946666667,-48.76470588,-6.294117647,-59.41176471,-41.23529412,-35.29411765,27.70588235,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,43,Malaysia
295.41,3.563,12.49,80.56,26808.164,0.81,16.74,76.16,1.9,25.98666667,4.546666667,-45.17647059,0.823529412,-57.47058824,-40.64705882,-33.76470588,27.23529412,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,44,Malaysia
314.357,3.761,12.98,80.56,26808.164,0.81,16.74,76.16,1.9,27.18,0.2,-45.64705882,0,-59.29411765,-39.70588235,-34.11764706,27.52941176,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,45,Malaysia
329.006,3.889,13.38,80.56,26808.164,0.81,16.74,76.16,1.9,27.69333333,0,-49.05882353,-3.117647059,-63.64705882,-34.35294118,-39.11764706,28.05882353,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,46,Malaysia
342.845,4.031,13.78,80.56,26808.164,0.81,16.74,76.16,1.9,27.84666667,2.333333333,-50.35294118,-7.529411765,-64.70588235,-25.64705882,-45,25.35294118,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,47,Malaysia
349.84,4.096,14.1,80.56,26808.164,0.81,16.74,76.16,1.9,27.56666667,0.08,-49.41176471,-6.352941176,-66.29411765,-27.64705882,-39.76470588,23.29411765,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,48,Malaysia
360.292,4.162,14.57,80.56,26808.164,0.81,16.74,76.16,1.9,27.62666667,1.733333333,-39.76470588,20.58823529,-56.35294118,-44.82352941,-25.88235294,25,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,49,Malaysia
365.901,3.98,14.88,85.19,26808.164,0.81,16.74,76.16,1.9,27.88,0,-60.17647059,-27,-67.29411765,-72,-24.82352941,33.82352941,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,50,Malaysia
367.501,3.961,15.4,85.19,26808.164,0.81,16.74,76.16,1.9,28.24,0.746666667,-49.76470588,-6.352941176,-61.05882353,-49.70588235,-29.82352941,28.23529412,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,51,Malaysia
366.712,3.975,15.94,85.19,26808.164,0.81,16.74,76.16,1.9,28.16666667,0.96,-45.82352941,-2.705882353,-58.88235294,-42.76470588,-31.88235294,27.47058824,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,52,Malaysia
379.927,4.03,16.44,85.19,26808.164,0.81,16.74,76.16,1.9,27.67333333,0.213333333,-49.35294118,-5.470588235,-63.82352941,-33.17647059,-38.64705882,27.82352941,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,53,Malaysia
394.633,4.042,16.86,85.19,26808.164,0.81,16.74,76.16,1.9,27.97333333,0,-51.82352941,-12.82352941,-65.76470588,-23.23529412,-45.17647059,25.70588235,29.9,23.44811912,7.183683717,98.51163598,7.3,3.7562995,330345,4.55,16.03580871,8.289348916,4.565,0.284,1,54,Malaysia
